age,earnings,industry,home_geoid,work_geoid
high,mid,other,250173515002,250173531022
high,low,other,250173515002,250173531022
mid,high,other,250173515002,250173531022
high,mid,other,250173515002,250173531022
high,mid,other,250173515002,250173531022
mid,high,other,250173515002,250173531022
low,low,other,250173515002,250173531022
low,mid,other,250173515002,250173531022
high,high,other,250173515002,250173531022
mid,high,other,250173515002,250173531022
mid,high,other,250173515002,250173531022
mid,high,other,250173515002,250173531022
high,high,other,250173515002,250173531022
mid,mid,other,250173515002,250173531022
low,high,other,250173515002,250173531022
low,high,other,250173515002,250173531022
high,high,other,250173515002,250173531022
mid,high,other,250173515002,250173531022
low,high,other,250173515002,250173531022
mid,high,trade_trans_util,250173521011,250173521021
mid,mid,trade_trans_util,250173521011,250173521021
low,high,trade_trans_util,250173521011,250173521021
mid,high,goods_prod,250173521011,250173523001
low,high,other,250173521011,250173523002
mid,high,other,250173521011,250173523002
low,high,other,250173521011,250173523002
mid,high,other,250173521011,250173524001
low,high,other,250173521011,250173524002
mid,high,goods_prod,250173521011,250173524002
low,high,other,250173521011,250173524002
high,high,other,250173521011,250173524002
low,high,other,250173521011,250173524002
low,high,other,250173521011,250173524002
mid,high,goods_prod,250173521011,250173524002
low,high,other,250173521011,250173524002
mid,high,other,250173521011,250173524002
mid,high,other,250173521011,250173524002
high,high,other,250173521011,250173524002
mid,high,other,250173521011,250173524002
low,low,other,250173521011,250173531022
low,high,other,250173521011,250173531022
mid,low,other,250173521011,250173531022
low,high,other,250173521011,250173531022
mid,high,other,250173521011,250173531022
mid,low,other,250173521011,250173531022
mid,high,other,250173521012,250173521021
low,high,other,250173521012,250173521021
mid,high,other,250173521012,250173521021
mid,high,other,250173521012,250173521021
mid,mid,other,250173521012,250173521021
mid,high,other,250173521012,250173521021
low,mid,other,250173521012,250173521021
low,mid,other,250173521012,250173521021
low,high,other,250173521012,250173521021
low,low,other,250173521012,250173521021
mid,high,other,250173521012,250173521021
mid,high,other,250173521012,250173521021
mid,high,other,250173521012,250173521021
low,high,other,250173521012,250173521021
low,mid,other,250173521012,250173521021
low,high,other,250173521012,250173521021
mid,high,trade_trans_util,250173521012,250173521021
low,high,other,250173521012,250173521021
mid,high,trade_trans_util,250173521012,250173521021
low,high,other,250173521012,250173521021
low,high,other,250173521012,250173521021
low,high,other,250173521012,250173521021
mid,mid,other,250173521012,250173521021
low,low,other,250173521012,250173521021
mid,high,other,250173521012,250173521021
low,low,other,250173521012,250173521021
low,high,other,250173521012,250173521021
low,high,other,250173521012,250173521021
low,mid,other,250173521012,250173521021
mid,high,other,250173521012,250173521021
mid,high,other,250173521012,250173521021
low,high,other,250173521012,250173521021
low,high,other,250173521012,250173521021
low,high,other,250173521012,250173521021
low,high,other,250173521012,250173521021
low,high,trade_trans_util,250173521012,250173521021
mid,high,trade_trans_util,250173521012,250173521021
mid,high,other,250173521012,250173521021
low,high,trade_trans_util,250173521012,250173521021
low,mid,other,250173521012,250173521021
mid,high,trade_trans_util,250173521012,250173521021
mid,high,other,250173521012,250173521021
low,high,other,250173521012,250173521021
low,high,goods_prod,250173521012,250173523001
mid,high,other,250173521012,250173523001
mid,high,other,250173521012,250173523001
mid,high,other,250173521012,250173523001
low,low,other,250173521012,250173523001
mid,low,goods_prod,250173521012,250173523001
mid,high,goods_prod,250173521012,250173523001
mid,high,other,250173521012,250173523001
low,low,other,250173521012,250173523001
mid,high,trade_trans_util,250173521012,250173523001
mid,high,other,250173521012,250173523002
low,high,other,250173521012,250173523002
low,low,other,250173521012,250173523002
low,high,other,250173521012,250173523002
mid,high,other,250173521012,250173523002
low,high,other,250173521012,250173523002
mid,high,goods_prod,250173521012,250173523002
mid,high,goods_prod,250173521012,250173523002
mid,high,other,250173521012,250173523002
mid,high,other,250173521012,250173523002
mid,high,other,250173521012,250173523002
low,high,goods_prod,250173521012,250173523002
mid,high,other,250173521012,250173523002
mid,high,other,250173521012,250173523002
low,high,other,250173521012,250173523002
mid,high,goods_prod,250173521012,250173523002
low,high,other,250173521012,250173523002
high,high,other,250173521012,250173523002
low,high,other,250173521012,250173523002
low,high,goods_prod,250173521012,250173523002
low,high,other,250173521012,250173523002
mid,high,other,250173521012,250173523002
mid,high,other,250173521012,250173523002
high,high,other,250173521012,250173523002
mid,high,other,250173521012,250173523002
low,high,other,250173521012,250173523002
mid,high,other,250173521012,250173523002
mid,high,other,250173521012,250173523002
high,high,other,250173521012,250173523002
mid,high,other,250173521012,250173523002
high,high,goods_prod,250173521012,250173523002
low,high,other,250173521012,250173523002
low,high,other,250173521012,250173523002
low,high,other,250173521012,250173523002
high,high,other,250173521012,250173524001
mid,high,other,250173521012,250173524002
mid,high,trade_trans_util,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,goods_prod,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,goods_prod,250173521012,250173524002
low,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
low,high,goods_prod,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,goods_prod,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
low,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173524002
mid,high,other,250173521012,250173531022
mid,high,other,250173521012,250173531022
low,mid,other,250173521012,250173531022
high,high,other,250173521012,250173531022
low,high,other,250173521012,250173531022
mid,high,other,250173521012,250173531022
low,high,other,250173521012,250173531022
low,high,other,250173521012,250173531022
low,high,other,250173521012,250173531022
mid,high,other,250173521012,250173531022
low,mid,other,250173521012,250173531022
low,high,other,250173521012,250173531022
low,mid,other,250173521012,250173531022
low,high,other,250173521012,250173531022
low,high,other,250173521012,250173531022
low,high,other,250173521012,250173531022
low,high,other,250173521012,250173531022
low,high,other,250173521012,250173531022
low,high,other,250173521012,250173531022
low,low,other,250173521012,250173531022
mid,mid,other,250173521012,250173531022
low,mid,other,250173521012,250173531022
mid,high,other,250173521012,250173531022
mid,low,other,250173521012,250173531022
mid,mid,other,250173521012,250173531022
mid,mid,other,250173521012,250173531022
mid,high,other,250173521012,250173531022
mid,mid,other,250173521012,250173531022
mid,high,goods_prod,250173521021,250173424004
mid,high,other,250173521021,250173501031
low,low,other,250173521021,250173501031
mid,low,other,250173521021,250173501031
low,low,other,250173521021,250173501031
mid,high,other,250173521021,250173501031
mid,high,other,250173521021,250173501032
mid,high,other,250173521021,250173501032
mid,high,other,250173521021,250173501032
mid,high,other,250173521021,250173501032
mid,high,other,250173521021,250173501032
high,high,other,250173521021,250173501032
mid,high,other,250173521021,250173501032
high,high,other,250173521021,250173501032
mid,high,other,250173521021,250173501032
low,high,other,250173521021,250173504004
mid,high,other,250173521021,250173509002
mid,high,trade_trans_util,250173521021,250173509003
high,low,other,250173521021,250173511005
high,high,other,250173521021,250173511005
